"type of registration";"type of fuel";"month";"Private cars";"Buses";"Vans and motorhomes";"Lorries"
"Second-hand imported vehicles";"Fossil";"2004M07";2093;2;127;40
"Second-hand imported vehicles";"Fossil";"2004M08";1494;6;60;14
"Second-hand imported vehicles";"Fossil";"2004M09";1610;6;65;21
"Second-hand imported vehicles";"Fossil";"2004M10";1588;1;52;27
"Second-hand imported vehicles";"Fossil";"2004M11";1516;3;72;24
"Second-hand imported vehicles";"Fossil";"2004M12";1660;3;64;29
"Second-hand imported vehicles";"Fossil";"2005M01";145;1;6;0
"Second-hand imported vehicles";"Fossil";"2005M02";101;0;6;2
"Second-hand imported vehicles";"Fossil";"2005M03";83;0;3;2
"Second-hand imported vehicles";"Fossil";"2005M04";127;2;6;4
"Second-hand imported vehicles";"Fossil";"2005M05";2005;5;158;53
"Second-hand imported vehicles";"Fossil";"2005M06";2389;14;164;82
"Second-hand imported vehicles";"Fossil";"2005M07";3503;5;211;43
"Second-hand imported vehicles";"Fossil";"2005M08";2990;10;170;61
"Second-hand imported vehicles";"Fossil";"2005M09";2936;5;162;50
"Second-hand imported vehicles";"Fossil";"2005M10";2703;5;183;51
"Second-hand imported vehicles";"Fossil";"2005M11";2630;2;196;41
"Second-hand imported vehicles";"Fossil";"2005M12";2390;18;162;87
"Second-hand imported vehicles";"Fossil";"2006M01";2079;6;162;62
"Second-hand imported vehicles";"Fossil";"2006M02";2155;7;176;57
"Second-hand imported vehicles";"Fossil";"2006M03";2677;7;228;76
"Second-hand imported vehicles";"Fossil";"2006M04";2414;8;155;30
"Second-hand imported vehicles";"Fossil";"2006M05";2966;13;241;58
"Second-hand imported vehicles";"Fossil";"2006M06";3076;9;254;61
"Second-hand imported vehicles";"Fossil";"2006M07";3688;4;229;36
"Second-hand imported vehicles";"Fossil";"2006M08";3203;17;194;40
"Second-hand imported vehicles";"Fossil";"2006M09";3009;14;179;39
"Second-hand imported vehicles";"Fossil";"2006M10";2632;4;169;40
"Second-hand imported vehicles";"Fossil";"2006M11";2465;3;234;56
"Second-hand imported vehicles";"Fossil";"2006M12";3520;6;384;62
"Second-hand imported vehicles";"Fossil";"2007M01";2300;1;82;30
"Second-hand imported vehicles";"Fossil";"2007M02";2057;15;103;27
"Second-hand imported vehicles";"Fossil";"2007M03";2697;5;119;48
"Second-hand imported vehicles";"Fossil";"2007M04";2263;5;125;48
"Second-hand imported vehicles";"Fossil";"2007M05";2923;5;157;56
"Second-hand imported vehicles";"Fossil";"2007M06";3086;5;151;67
"Second-hand imported vehicles";"Fossil";"2007M07";3827;2;144;60
"Second-hand imported vehicles";"Fossil";"2007M08";3457;5;144;47
"Second-hand imported vehicles";"Fossil";"2007M09";2962;2;151;40
"Second-hand imported vehicles";"Fossil";"2007M10";3261;0;170;82
"Second-hand imported vehicles";"Fossil";"2007M11";3086;3;146;58
"Second-hand imported vehicles";"Fossil";"2007M12";2258;5;175;42
"Second-hand imported vehicles";"Fossil";"2008M01";2334;6;118;40
"Second-hand imported vehicles";"Fossil";"2008M02";2679;8;130;60
"Second-hand imported vehicles";"Fossil";"2008M03";2319;2;151;41
"Second-hand imported vehicles";"Fossil";"2008M04";3001;4;147;66
"Second-hand imported vehicles";"Fossil";"2008M05";2823;11;177;66
"Second-hand imported vehicles";"Fossil";"2008M06";2577;12;157;81
"Second-hand imported vehicles";"Fossil";"2008M07";3075;15;155;60
"Second-hand imported vehicles";"Fossil";"2008M08";2398;4;116;30
"Second-hand imported vehicles";"Fossil";"2008M09";2440;4;124;22
"Second-hand imported vehicles";"Fossil";"2008M10";1882;2;117;34
"Second-hand imported vehicles";"Fossil";"2008M11";1194;0;91;22
"Second-hand imported vehicles";"Fossil";"2008M12";1099;4;79;21
"Second-hand imported vehicles";"Fossil";"2009M01";1085;1;52;11
"Second-hand imported vehicles";"Fossil";"2009M02";1216;1;63;15
"Second-hand imported vehicles";"Fossil";"2009M03";1674;4;84;14
"Second-hand imported vehicles";"Fossil";"2009M04";1993;2;80;28
"Second-hand imported vehicles";"Fossil";"2009M05";2030;1;119;40
"Second-hand imported vehicles";"Fossil";"2009M06";2185;3;106;21
"Second-hand imported vehicles";"Fossil";"2009M07";2886;1;134;17
"Second-hand imported vehicles";"Fossil";"2009M08";2302;0;75;13
"Second-hand imported vehicles";"Fossil";"2009M09";2626;1;100;23
"Second-hand imported vehicles";"Fossil";"2009M10";2678;2;121;34
"Second-hand imported vehicles";"Fossil";"2009M11";2496;2;129;23
"Second-hand imported vehicles";"Fossil";"2009M12";2489;2;109;22
"Second-hand imported vehicles";"Fossil";"2010M01";1747;4;71;12
"Second-hand imported vehicles";"Fossil";"2010M02";2010;2;74;17
"Second-hand imported vehicles";"Fossil";"2010M03";2590;7;121;29
"Second-hand imported vehicles";"Fossil";"2010M04";2589;0;126;39
"Second-hand imported vehicles";"Fossil";"2010M05";2528;4;129;29
"Second-hand imported vehicles";"Fossil";"2010M06";2713;4;162;28
"Second-hand imported vehicles";"Fossil";"2010M07";3230;3;149;27
"Second-hand imported vehicles";"Fossil";"2010M08";2703;0;97;34
"Second-hand imported vehicles";"Fossil";"2010M09";2762;1;117;30
"Second-hand imported vehicles";"Fossil";"2010M10";2523;0;106;24
"Second-hand imported vehicles";"Fossil";"2010M11";2307;2;111;22
"Second-hand imported vehicles";"Fossil";"2010M12";1807;1;101;20
"Second-hand imported vehicles";"Fossil";"2011M01";1795;1;91;22
"Second-hand imported vehicles";"Fossil";"2011M02";1981;1;93;20
"Second-hand imported vehicles";"Fossil";"2011M03";2298;3;162;22
"Second-hand imported vehicles";"Fossil";"2011M04";2206;4;133;26
"Second-hand imported vehicles";"Fossil";"2011M05";2470;4;135;27
"Second-hand imported vehicles";"Fossil";"2011M06";2252;4;136;29
"Second-hand imported vehicles";"Fossil";"2011M07";2751;1;140;29
"Second-hand imported vehicles";"Fossil";"2011M08";2588;1;125;26
"Second-hand imported vehicles";"Fossil";"2011M09";2689;3;148;35
"Second-hand imported vehicles";"Fossil";"2011M10";2390;0;129;30
"Second-hand imported vehicles";"Fossil";"2011M11";2365;1;135;26
"Second-hand imported vehicles";"Fossil";"2011M12";1775;4;128;23
"Second-hand imported vehicles";"Fossil";"2012M01";2012;1;108;38
"Second-hand imported vehicles";"Fossil";"2012M02";2140;3;118;22
"Second-hand imported vehicles";"Fossil";"2012M03";2676;5;150;47
"Second-hand imported vehicles";"Fossil";"2012M04";2301;2;135;43
"Second-hand imported vehicles";"Fossil";"2012M05";2609;7;164;37
"Second-hand imported vehicles";"Fossil";"2012M06";2533;6;190;36
"Second-hand imported vehicles";"Fossil";"2012M07";3087;3;163;28
"Second-hand imported vehicles";"Fossil";"2012M08";2957;1;151;33
"Second-hand imported vehicles";"Fossil";"2012M09";2757;3;160;37
"Second-hand imported vehicles";"Fossil";"2012M10";3099;2;182;32
"Second-hand imported vehicles";"Fossil";"2012M11";2660;0;183;52
"Second-hand imported vehicles";"Fossil";"2012M12";1813;2;157;19
"Second-hand imported vehicles";"Fossil";"2013M01";2431;3;138;25
"Second-hand imported vehicles";"Fossil";"2013M02";2324;1;176;38
"Second-hand imported vehicles";"Fossil";"2013M03";2443;3;205;42
"Second-hand imported vehicles";"Fossil";"2013M04";2756;5;284;53
"Second-hand imported vehicles";"Fossil";"2013M05";2687;3;217;40
"Second-hand imported vehicles";"Fossil";"2013M06";2442;1;197;39
"Second-hand imported vehicles";"Fossil";"2013M07";2882;1;186;38
"Second-hand imported vehicles";"Fossil";"2013M08";2567;2;156;40
"Second-hand imported vehicles";"Fossil";"2013M09";2266;4;165;37
"Second-hand imported vehicles";"Fossil";"2013M10";2195;4;149;47
"Second-hand imported vehicles";"Fossil";"2013M11";1685;9;147;31
"Second-hand imported vehicles";"Fossil";"2013M12";1200;9;168;38
"Second-hand imported vehicles";"Fossil";"2014M01";1571;8;90;37
"Second-hand imported vehicles";"Fossil";"2014M02";1473;6;93;39
"Second-hand imported vehicles";"Fossil";"2014M03";1645;6;142;27
"Second-hand imported vehicles";"Fossil";"2014M04";1716;5;146;39
"Second-hand imported vehicles";"Fossil";"2014M05";1843;7;147;53
"Second-hand imported vehicles";"Fossil";"2014M06";1782;5;176;29
"Second-hand imported vehicles";"Fossil";"2014M07";2314;5;175;21
"Second-hand imported vehicles";"Fossil";"2014M08";1833;7;162;30
"Second-hand imported vehicles";"Fossil";"2014M09";2034;4;171;35
"Second-hand imported vehicles";"Fossil";"2014M10";1979;3;158;33
"Second-hand imported vehicles";"Fossil";"2014M11";1490;0;144;31
"Second-hand imported vehicles";"Fossil";"2014M12";1206;9;127;26
"Second-hand imported vehicles";"Fossil";"2015M01";1253;8;97;23
"Second-hand imported vehicles";"Fossil";"2015M02";1190;6;109;36
"Second-hand imported vehicles";"Fossil";"2015M03";1495;26;166;31
"Second-hand imported vehicles";"Fossil";"2015M04";1338;5;154;48
"Second-hand imported vehicles";"Fossil";"2015M05";1366;5;197;20
"Second-hand imported vehicles";"Fossil";"2015M06";1442;6;152;32
"Second-hand imported vehicles";"Fossil";"2015M07";1573;1;180;24
"Second-hand imported vehicles";"Fossil";"2015M08";1151;4;159;25
"Second-hand imported vehicles";"Fossil";"2015M09";1093;4;142;40
"Second-hand imported vehicles";"Fossil";"2015M10";826;3;129;25
"Second-hand imported vehicles";"Fossil";"2015M11";668;4;109;29
"Second-hand imported vehicles";"Fossil";"2015M12";560;8;119;19
"Second-hand imported vehicles";"Fossil";"2016M01";617;5;85;8
"Second-hand imported vehicles";"Fossil";"2016M02";640;8;98;23
"Second-hand imported vehicles";"Fossil";"2016M03";590;4;108;21
"Second-hand imported vehicles";"Fossil";"2016M04";843;22;137;26
"Second-hand imported vehicles";"Fossil";"2016M05";799;13;138;35
"Second-hand imported vehicles";"Fossil";"2016M06";863;5;165;24
"Second-hand imported vehicles";"Fossil";"2016M07";815;7;131;20
"Second-hand imported vehicles";"Fossil";"2016M08";747;11;125;25
"Second-hand imported vehicles";"Fossil";"2016M09";751;13;124;27
"Second-hand imported vehicles";"Fossil";"2016M10";629;5;123;18
"Second-hand imported vehicles";"Fossil";"2016M11";557;5;132;17
"Second-hand imported vehicles";"Fossil";"2016M12";597;4;199;16
"Second-hand imported vehicles";"Fossil";"2017M01";660;15;80;15
"Second-hand imported vehicles";"Fossil";"2017M02";561;16;92;27
"Second-hand imported vehicles";"Fossil";"2017M03";748;7;129;54
"Second-hand imported vehicles";"Fossil";"2017M04";645;16;123;28
"Second-hand imported vehicles";"Fossil";"2017M05";788;7;141;37
"Second-hand imported vehicles";"Fossil";"2017M06";821;8;163;17
"Second-hand imported vehicles";"Fossil";"2017M07";759;8;133;11
"Second-hand imported vehicles";"Fossil";"2017M08";736;23;116;22
"Second-hand imported vehicles";"Fossil";"2017M09";601;6;98;22
"Second-hand imported vehicles";"Fossil";"2017M10";512;2;117;14
"Second-hand imported vehicles";"Fossil";"2017M11";454;3;83;15
"Second-hand imported vehicles";"Fossil";"2017M12";351;3;113;13
"Second-hand imported vehicles";"Fossil";"2018M01";315;3;75;26
"Second-hand imported vehicles";"Fossil";"2018M02";296;6;89;10
"Second-hand imported vehicles";"Fossil";"2018M03";342;8;107;23
"Second-hand imported vehicles";"Fossil";"2018M04";492;10;126;29
"Second-hand imported vehicles";"Fossil";"2018M05";640;7;162;25
"Second-hand imported vehicles";"Fossil";"2018M06";692;4;163;24
"Second-hand imported vehicles";"Fossil";"2018M07";635;7;107;16
"Second-hand imported vehicles";"Fossil";"2018M08";637;4;138;19
"Second-hand imported vehicles";"Fossil";"2018M09";524;10;112;22
"Second-hand imported vehicles";"Fossil";"2018M10";526;0;106;20
"Second-hand imported vehicles";"Fossil";"2018M11";492;6;119;21
"Second-hand imported vehicles";"Fossil";"2018M12";340;16;81;10
"Second-hand imported vehicles";"Fossil";"2019M01";335;7;88;22
"Second-hand imported vehicles";"Fossil";"2019M02";365;7;97;19
"Second-hand imported vehicles";"Fossil";"2019M03";441;11;115;31
"Second-hand imported vehicles";"Fossil";"2019M04";508;6;107;25
"Second-hand imported vehicles";"Fossil";"2019M05";675;10;148;31
"Second-hand imported vehicles";"Fossil";"2019M06";536;13;124;21
"Second-hand imported vehicles";"Fossil";"2019M07";771;1;113;20
"Second-hand imported vehicles";"Fossil";"2019M08";699;3;104;25
"Second-hand imported vehicles";"Fossil";"2019M09";562;10;104;16
"Second-hand imported vehicles";"Fossil";"2019M10";449;14;95;24
"Second-hand imported vehicles";"Fossil";"2019M11";332;7;94;18
"Second-hand imported vehicles";"Fossil";"2019M12";273;6;72;11
"Second-hand imported vehicles";"Fossil";"2020M01";343;5;63;23
"Second-hand imported vehicles";"Fossil";"2020M02";377;4;73;10
"Second-hand imported vehicles";"Fossil";"2020M03";262;3;59;11
"Second-hand imported vehicles";"Fossil";"2020M04";299;4;54;12
"Second-hand imported vehicles";"Fossil";"2020M05";590;6;109;17
"Second-hand imported vehicles";"Fossil";"2020M06";540;1;120;16
"Second-hand imported vehicles";"Fossil";"2020M07";627;1;107;14
"Second-hand imported vehicles";"Fossil";"2020M08";533;1;86;14
"Second-hand imported vehicles";"Fossil";"2020M09";498;1;98;13
"Second-hand imported vehicles";"Fossil";"2020M10";412;4;91;11
"Second-hand imported vehicles";"Fossil";"2020M11";346;1;96;20
"Second-hand imported vehicles";"Fossil";"2020M12";323;1;96;8
"Second-hand imported vehicles";"Fossil";"2021M01";253;2;70;10
"Second-hand imported vehicles";"Fossil";"2021M02";286;1;92;15
"Second-hand imported vehicles";"Fossil";"2021M03";468;2;117;17
"Second-hand imported vehicles";"Fossil";"2021M04";604;1;95;25
"Second-hand imported vehicles";"Fossil";"2021M05";598;0;106;14
"Second-hand imported vehicles";"Fossil";"2021M06";674;3;126;18
"Second-hand imported vehicles";"Fossil";"2021M07";563;0;107;14
"Second-hand imported vehicles";"Fossil";"2021M08";511;2;98;6
"Second-hand imported vehicles";"Fossil";"2021M09";476;2;120;17
"Second-hand imported vehicles";"Fossil";"2021M10";351;2;84;23
"Second-hand imported vehicles";"Fossil";"2021M11";323;1;93;14
"Second-hand imported vehicles";"Fossil";"2021M12";311;0;126;23
"Second-hand imported vehicles";"Fossil";"2022M01";195;1;59;18
"Second-hand imported vehicles";"Fossil";"2022M02";205;1;66;19
"Second-hand imported vehicles";"Fossil";"2022M03";323;1;78;18
"Second-hand imported vehicles";"Fossil";"2022M04";382;3;83;22
"Second-hand imported vehicles";"Fossil";"2022M05";474;11;103;23
"Second-hand imported vehicles";"Fossil";"2022M06";443;12;108;22
"Second-hand imported vehicles";"Fossil";"2022M07";310;3;73;9
"Second-hand imported vehicles";"Fossil";"2022M08";326;6;90;23
"Second-hand imported vehicles";"Fossil";"2022M09";346;1;83;30
"Second-hand imported vehicles";"Fossil";"2022M10";251;0;75;21
"Second-hand imported vehicles";"Fossil";"2022M11";235;3;76;18
"Second-hand imported vehicles";"Fossil";"2022M12";235;2;116;14
"Second-hand imported vehicles";"Fossil";"2023M01";140;3;38;17
"Second-hand imported vehicles";"Fossil";"2023M02";116;5;36;18
"Second-hand imported vehicles";"Fossil";"2023M03";162;6;81;20
"Second-hand imported vehicles";"Fossil";"2023M04";225;4;64;15
"Second-hand imported vehicles";"Fossil";"2023M05";238;4;81;13
"Second-hand imported vehicles";"Fossil";"2023M06";307;4;133;17
"Second-hand imported vehicles";"Fossil";"2023M07";225;3;29;8
"Second-hand imported vehicles";"Fossil";"2023M08";219;1;46;15
"Second-hand imported vehicles";"Fossil";"2023M09";196;5;57;17
"Second-hand imported vehicles";"Fossil";"2023M10";194;0;32;9
"Second-hand imported vehicles";"Fossil";"2023M11";122;2;49;15
"Second-hand imported vehicles";"Fossil";"2023M12";106;1;45;12
"Second-hand imported vehicles";"Fossil";"2024M01";95;5;47;11
"Second-hand imported vehicles";"Fossil";"2024M02";93;13;63;7
"Second-hand imported vehicles";"Fossil";"2024M03";116;21;38;13
"Second-hand imported vehicles";"Fossil";"2024M04";210;13;67;16
"Second-hand imported vehicles";"Fossil";"2024M05";234;6;46;17
"Second-hand imported vehicles";"Fossil";"2024M06";271;4;51;15
"Second-hand imported vehicles";"Fossil";"2024M07";203;4;57;12
"Second-hand imported vehicles";"Fossil";"2024M08";234;2;67;15
"Second-hand imported vehicles";"Fossil";"2024M09";221;2;60;24
"Second-hand imported vehicles";"Fossil";"2024M10";175;4;63;19
"Second-hand imported vehicles";"Fossil";"2024M11";143;6;38;15
"Second-hand imported vehicles";"Hybrid";"1995M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1995M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1996M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1997M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1998M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"1999M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2000M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2001M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2002M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2003M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2004M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2005M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2006M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2007M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2008M12";0;0;0;0
